,src,as_array,categories
357,electronic.423.jpeg,"[[[128. 127. 169.]
  [128. 127. 169.]
  [128. 127. 169.]
  ...
  [137. 137. 173.]
  [139. 139. 175.]
  [139. 139. 175.]]

 [[132. 131. 173.]
  [132. 131. 173.]
  [132. 131. 173.]
  ...
  [137. 137. 173.]
  [139. 139. 175.]
  [139. 139. 175.]]

 [[130. 129. 171.]
  [130. 129. 171.]
  [130. 129. 171.]
  ...
  [137. 137. 173.]
  [139. 139. 175.]
  [139. 139. 175.]]

 ...

 [[ 90.  65.  84.]
  [ 92.  67.  86.]
  [ 95.  70.  89.]
  ...
  [ 79.  60.  56.]
  [ 82.  57.  60.]
  [168. 143. 146.]]

 [[ 91.  66.  85.]
  [ 91.  66.  85.]
  [ 90.  65.  84.]
  ...
  [110.  81.  85.]
  [184. 153. 148.]
  [221. 190. 185.]]

 [[ 91.  66.  85.]
  [ 92.  67.  86.]
  [ 93.  68.  87.]
  ...
  [178. 149. 153.]
  [203. 172. 167.]
  [198. 167. 162.]]]",['electronic']
358,electronic.424.jpeg,"[[[183. 188. 192.]
  [185. 190. 194.]
  [187. 192. 196.]
  ...
  [181. 186. 190.]
  [207. 206. 204.]
  [188. 187. 185.]]

 [[181. 186. 190.]
  [183. 188. 192.]
  [185. 190. 194.]
  ...
  [185. 190. 194.]
  [183. 187. 190.]
  [178. 182. 185.]]

 [[192. 197. 201.]
  [193. 198. 202.]
  [195. 200. 204.]
  ...
  [198. 203. 207.]
  [183. 192. 199.]
  [182. 191. 198.]]

 ...

 [[140. 140. 140.]
  [140. 140. 140.]
  [140. 140. 140.]
  ...
  [134. 140. 138.]
  [131. 137. 135.]
  [131. 137. 135.]]

 [[153. 152. 158.]
  [152. 151. 157.]
  [152. 151. 157.]
  ...
  [144. 143. 149.]
  [144. 150. 148.]
  [146. 152. 150.]]

 [[109. 108. 114.]
  [110. 109. 115.]
  [111. 110. 116.]
  ...
  [ 56.  55.  61.]
  [ 49.  51.  50.]
  [ 49.  51.  50.]]]",['electronic']
359,electronic.425.jpeg,"[[[255. 250. 212.]
  [189. 162. 115.]
  [255. 230. 178.]
  ...
  [194. 160. 125.]
  [224. 192. 167.]
  [166. 115.  70.]]

 [[187. 156. 109.]
  [255. 223. 179.]
  [219. 123.  99.]
  ...
  [203. 169. 141.]
  [188. 163. 122.]
  [175. 139.  79.]]

 [[255. 223. 195.]
  [163. 134.  90.]
  [233. 160. 117.]
  ...
  [240. 186. 148.]
  [255. 215. 189.]
  [235. 184. 139.]]

 ...

 [[249. 243. 185.]
  [253. 247. 189.]
  [253. 247. 189.]
  ...
  [255. 250. 171.]
  [231. 228.  99.]
  [229. 223.  63.]]

 [[245. 247. 184.]
  [252. 247. 192.]
  [255. 243. 191.]
  ...
  [226. 216. 119.]
  [217. 203. 128.]
  [244. 229. 162.]]

 [[248. 248. 198.]
  [250. 246. 183.]
  [253. 243. 182.]
  ...
  [223. 211. 129.]
  [255. 255. 192.]
  [177. 161.  99.]]]",['electronic']
360,electronic.426.jpeg,"[[[ 31. 123. 226.]
  [ 47. 144. 215.]
  [ 81. 130. 206.]
  ...
  [ 48. 123. 250.]
  [ 27. 126. 217.]
  [ 34. 134. 255.]]

 [[ 25. 123. 220.]
  [108. 159. 160.]
  [224. 197.  84.]
  ...
  [168. 182. 107.]
  [ 54. 135. 200.]
  [ 26. 123. 254.]]

 [[  0. 125. 249.]
  [102. 159. 166.]
  [226. 205.  26.]
  ...
  [211. 189.  69.]
  [ 72. 134. 173.]
  [ 26. 122. 243.]]

 ...

 [[207.  21.  22.]
  [236. 149.  56.]
  [193. 147.  12.]
  ...
  [234. 171.  76.]
  [213.  51.  49.]
  [222.  28.  63.]]

 [[213.  28.  34.]
  [210.  26.  26.]
  [211.  28.  22.]
  ...
  [212.  58.  46.]
  [220.  45.  52.]
  [223.  48.  55.]]

 [[213.  28.  34.]
  [210.  26.  26.]
  [211.  28.  22.]
  ...
  [222.  39.  57.]
  [220.  45.  52.]
  [224.  49.  56.]]]",['electronic']
361,electronic.427.jpeg,"[[[131. 160. 176.]
  [133. 162. 178.]
  [135. 164. 180.]
  ...
  [154. 172. 182.]
  [159. 177. 187.]
  [160. 178. 188.]]

 [[129. 158. 174.]
  [132. 161. 177.]
  [136. 165. 181.]
  ...
  [165. 183. 193.]
  [159. 177. 187.]
  [157. 175. 185.]]

 [[136. 165. 181.]
  [134. 163. 179.]
  [132. 161. 177.]
  ...
  [163. 181. 191.]
  [159. 177. 187.]
  [158. 176. 186.]]

 ...

 [[248. 247. 253.]
  [246. 245. 251.]
  [244. 243. 249.]
  ...
  [249. 243. 255.]
  [251. 251. 251.]
  [251. 251. 251.]]

 [[241. 245. 254.]
  [239. 243. 252.]
  [237. 241. 250.]
  ...
  [242. 253. 255.]
  [251. 251. 251.]
  [251. 251. 251.]]

 [[238. 242. 251.]
  [237. 241. 250.]
  [237. 241. 250.]
  ...
  [242. 253. 255.]
  [251. 251. 251.]
  [251. 251. 251.]]]","['electronic', 'pop']"
362,electronic.428.jpeg,"[[[226. 228. 204.]
  [229. 230. 212.]
  [233. 233. 221.]
  ...
  [253. 253. 253.]
  [253. 253. 253.]
  [253. 253. 253.]]

 [[234. 227. 211.]
  [244. 232. 220.]
  [246. 231. 224.]
  ...
  [253. 253. 253.]
  [253. 253. 253.]
  [253. 253. 253.]]

 [[233. 232. 214.]
  [236. 248. 248.]
  [199. 226. 245.]
  ...
  [253. 253. 253.]
  [253. 253. 253.]
  [253. 253. 253.]]

 ...

 [[255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]
  ...
  [255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]]

 [[255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]
  ...
  [255. 255. 250.]
  [255. 255. 255.]
  [255. 255. 255.]]

 [[255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]
  ...
  [255. 255. 250.]
  [255. 255. 255.]
  [255. 255. 255.]]]",['electronic']
363,electronic.43.jpeg,"[[[248. 232. 206.]
  [170. 165. 146.]
  [ 24.  31.  23.]
  ...
  [ 45.  50.  56.]
  [ 31.  31.  31.]
  [ 33.  33.  33.]]

 [[216. 204. 188.]
  [ 19.  13.   1.]
  [ 33.  34.  28.]
  ...
  [ 19.  18.  16.]
  [ 26.  26.  26.]
  [ 37.  37.  37.]]

 [[ 85.  80.  76.]
  [ 38.  33.  29.]
  [  3.   0.   0.]
  ...
  [ 79.  69.  57.]
  [ 32.  32.  32.]
  [ 24.  24.  24.]]

 ...

 [[139. 139. 139.]
  [ 51.  51.  51.]
  [ 28.  28.  28.]
  ...
  [ 33.  33.  33.]
  [ 11.   7.   0.]
  [233. 230. 211.]]

 [[224. 223. 192.]
  [255. 255. 237.]
  [163. 158. 154.]
  ...
  [ 94.  94.  94.]
  [178. 183. 160.]
  [229. 229. 203.]]

 [[ 50.  66.  55.]
  [ 65.  80.  75.]
  [ 59.  73.  76.]
  ...
  [ 34.  34.  34.]
  [ 45.  46.  48.]
  [ 62.  58.  57.]]]",['electronic']
364,electronic.430.jpeg,"[[[122.  82.  70.]
  [122.  82.  70.]
  [122.  82.  70.]
  ...
  [122.  82.  70.]
  [122.  82.  70.]
  [122.  82.  70.]]

 [[122.  82.  70.]
  [122.  82.  70.]
  [122.  82.  70.]
  ...
  [122.  82.  70.]
  [122.  82.  70.]
  [122.  82.  70.]]

 [[122.  82.  70.]
  [122.  82.  70.]
  [122.  82.  70.]
  ...
  [122.  82.  70.]
  [122.  82.  70.]
  [122.  82.  70.]]

 ...

 [[255. 255. 255.]
  [254. 254. 254.]
  [251. 251. 251.]
  ...
  [255. 254. 250.]
  [255. 255. 255.]
  [255. 255. 255.]]

 [[255. 251. 244.]
  [255. 222. 195.]
  [222. 164. 114.]
  ...
  [242. 205. 176.]
  [255. 255. 250.]
  [244. 255. 255.]]

 [[230. 178. 121.]
  [247. 115.   6.]
  [238. 119.  35.]
  ...
  [236. 135.  55.]
  [239. 174. 118.]
  [255. 246. 248.]]]",['electronic']
365,electronic.431.jpeg,"[[[33. 33. 33.]
  [33. 33. 33.]
  [33. 33. 33.]
  ...
  [30. 30. 30.]
  [30. 30. 30.]
  [30. 30. 30.]]

 [[33. 33. 33.]
  [33. 33. 33.]
  [33. 33. 33.]
  ...
  [25. 25. 25.]
  [29. 29. 29.]
  [29. 29. 29.]]

 [[33. 33. 33.]
  [33. 33. 33.]
  [33. 33. 33.]
  ...
  [25. 25. 25.]
  [27. 27. 27.]
  [27. 27. 27.]]

 ...

 [[42. 32. 30.]
  [33. 23. 21.]
  [27. 17. 15.]
  ...
  [27. 27. 27.]
  [20. 20. 20.]
  [20. 20. 20.]]

 [[27. 17. 15.]
  [25. 15. 13.]
  [23. 13. 11.]
  ...
  [25. 26. 20.]
  [23. 23. 23.]
  [23. 23. 23.]]

 [[25. 15. 13.]
  [24. 14. 12.]
  [22. 12. 10.]
  ...
  [23. 24. 18.]
  [21. 21. 21.]
  [21. 21. 21.]]]",['electronic']
366,electronic.432.jpeg,"[[[243. 237. 213.]
  [243. 237. 213.]
  [243. 237. 213.]
  ...
  [245. 238. 220.]
  [245. 238. 220.]
  [245. 238. 220.]]

 [[243. 237. 213.]
  [243. 237. 213.]
  [243. 237. 213.]
  ...
  [245. 238. 220.]
  [245. 238. 220.]
  [245. 238. 220.]]

 [[243. 237. 213.]
  [243. 237. 213.]
  [243. 237. 213.]
  ...
  [245. 238. 220.]
  [245. 238. 220.]
  [245. 238. 220.]]

 ...

 [[234. 243. 250.]
  [234. 243. 250.]
  [234. 243. 250.]
  ...
  [214. 235. 196.]
  [219. 225. 211.]
  [219. 225. 211.]]

 [[234. 243. 250.]
  [234. 243. 250.]
  [234. 243. 250.]
  ...
  [154. 202. 150.]
  [166. 206. 156.]
  [170. 210. 160.]]

 [[234. 243. 250.]
  [234. 243. 250.]
  [234. 243. 250.]
  ...
  [156. 204. 152.]
  [164. 204. 154.]
  [169. 209. 159.]]]","['electronic', 'pop']"
367,electronic.433.jpeg,"[[[110. 167. 194.]
  [ 81. 142. 171.]
  [ 49. 115. 150.]
  ...
  [  5.   4.  38.]
  [  2.   1.  43.]
  [  2.   1.  43.]]

 [[116. 173. 200.]
  [ 81. 142. 171.]
  [ 54. 120. 155.]
  ...
  [  0.   0.  42.]
  [  2.   1.  43.]
  [  2.   1.  43.]]

 [[117. 174. 201.]
  [ 79. 140. 169.]
  [ 65. 131. 166.]
  ...
  [  0.   0.  54.]
  [  2.   1.  43.]
  [  2.   1.  43.]]

 ...

 [[128. 175. 181.]
  [125. 172. 178.]
  [121. 168. 174.]
  ...
  [128. 175. 185.]
  [129. 175. 191.]
  [127. 173. 189.]]

 [[130. 177. 183.]
  [129. 176. 182.]
  [127. 174. 180.]
  ...
  [125. 171. 187.]
  [124. 170. 186.]
  [122. 168. 184.]]

 [[138. 185. 191.]
  [136. 183. 189.]
  [135. 182. 188.]
  ...
  [122. 168. 184.]
  [124. 170. 186.]
  [124. 170. 186.]]]",['electronic']
368,electronic.436.jpeg,"[[[253. 152.   2.]
  [253. 152.   2.]
  [253. 152.   2.]
  ...
  [254. 153.   3.]
  [252. 158.   1.]
  [253. 159.   2.]]

 [[252. 151.   1.]
  [252. 151.   1.]
  [252. 151.   1.]
  ...
  [254. 153.   3.]
  [252. 158.   1.]
  [250. 156.   0.]]

 [[250. 149.   0.]
  [250. 149.   0.]
  [250. 149.   0.]
  ...
  [254. 153.   3.]
  [252. 158.   1.]
  [251. 157.   0.]]

 ...

 [[253. 140.   0.]
  [253. 140.   0.]
  [253. 140.   0.]
  ...
  [253. 132.   0.]
  [253. 132.   0.]
  [253. 132.   0.]]

 [[253. 140.   0.]
  [253. 140.   0.]
  [253. 140.   0.]
  ...
  [253. 132.   0.]
  [248. 134.   0.]
  [252. 138.   3.]]

 [[253. 140.   0.]
  [253. 140.   0.]
  [253. 140.   0.]
  ...
  [253. 132.   0.]
  [248. 134.   0.]
  [252. 138.   3.]]]",['electronic']
369,electronic.437.jpeg,"[[[39. 33. 35.]
  [33. 27. 29.]
  [31. 25. 27.]
  ...
  [28. 28. 28.]
  [28. 28. 28.]
  [28. 28. 28.]]

 [[39. 33. 35.]
  [33. 27. 29.]
  [31. 25. 27.]
  ...
  [28. 28. 28.]
  [28. 28. 28.]
  [28. 28. 28.]]

 [[39. 33. 35.]
  [33. 27. 29.]
  [31. 25. 27.]
  ...
  [28. 28. 28.]
  [28. 28. 28.]
  [28. 28. 28.]]

 ...

 [[30. 30. 30.]
  [28. 28. 28.]
  [27. 27. 27.]
  ...
  [58. 49. 42.]
  [67. 58. 51.]
  [72. 63. 56.]]

 [[30. 30. 30.]
  [28. 28. 28.]
  [27. 27. 27.]
  ...
  [63. 54. 47.]
  [62. 53. 46.]
  [74. 65. 58.]]

 [[30. 30. 30.]
  [28. 28. 28.]
  [27. 27. 27.]
  ...
  [62. 53. 46.]
  [68. 59. 52.]
  [80. 71. 64.]]]",['electronic']
370,electronic.438.jpeg,"[[[255. 246. 214.]
  [255. 246. 214.]
  [255. 246. 214.]
  ...
  [255. 248. 209.]
  [254. 245. 206.]
  [254. 245. 206.]]

 [[255. 246. 214.]
  [255. 246. 214.]
  [255. 246. 214.]
  ...
  [255. 248. 209.]
  [254. 245. 206.]
  [254. 245. 206.]]

 [[255. 246. 214.]
  [255. 246. 214.]
  [255. 246. 214.]
  ...
  [255. 248. 209.]
  [254. 245. 206.]
  [254. 245. 206.]]

 ...

 [[253. 249. 214.]
  [253. 249. 214.]
  [253. 249. 214.]
  ...
  [254. 241. 162.]
  [251. 234. 152.]
  [254. 236. 154.]]

 [[250. 246. 211.]
  [252. 248. 213.]
  [254. 250. 215.]
  ...
  [253. 241. 169.]
  [254. 241. 163.]
  [255. 240. 163.]]

 [[250. 246. 211.]
  [252. 248. 213.]
  [254. 250. 215.]
  ...
  [252. 244. 172.]
  [254. 242. 168.]
  [255. 241. 168.]]]",['electronic']
371,electronic.439.jpeg,"[[[ 21.  47.  62.]
  [ 30.  42.  56.]
  [  0.  15.  20.]
  ...
  [255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]]

 [[ 38.  52.  65.]
  [ 19.  22.  37.]
  [ 29.  43.  52.]
  ...
  [255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]]

 [[ 12.  12.  22.]
  [ 53.  49.  64.]
  [  4.  17.  33.]
  ...
  [255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]]

 ...

 [[ 12.  30.  16.]
  [ 12.  30.  16.]
  [  8.  26.  12.]
  ...
  [ 13.  21.  10.]
  [  4.  15.  11.]
  [ 14.  25.  21.]]

 [[ 12.  29.  23.]
  [ 12.  29.  23.]
  [ 12.  29.  23.]
  ...
  [  6.  42.  30.]
  [  9.  19.  10.]
  [  8.  18.   9.]]

 [[ 12.  29.  23.]
  [ 12.  29.  23.]
  [ 12.  29.  23.]
  ...
  [ 13.  49.  37.]
  [ 22.  38.  27.]
  [ 11.  27.  16.]]]",['electronic']
372,electronic.44.jpeg,"[[[21. 21. 21.]
  [23. 23. 23.]
  [24. 24. 24.]
  ...
  [19. 24. 28.]
  [22. 27. 31.]
  [22. 27. 31.]]

 [[21. 21. 21.]
  [23. 23. 23.]
  [24. 24. 24.]
  ...
  [19. 24. 28.]
  [22. 27. 31.]
  [22. 27. 31.]]

 [[21. 21. 21.]
  [23. 23. 23.]
  [24. 24. 24.]
  ...
  [19. 24. 28.]
  [22. 27. 31.]
  [22. 27. 31.]]

 ...

 [[21. 21. 21.]
  [21. 21. 21.]
  [21. 21. 21.]
  ...
  [22. 27. 31.]
  [21. 20. 26.]
  [22. 21. 27.]]

 [[22. 22. 22.]
  [27. 27. 27.]
  [27. 27. 27.]
  ...
  [26. 25. 31.]
  [19. 24. 28.]
  [19. 24. 28.]]

 [[29. 29. 29.]
  [34. 34. 34.]
  [35. 35. 35.]
  ...
  [26. 25. 31.]
  [19. 24. 28.]
  [19. 24. 28.]]]",['electronic']
373,electronic.440.jpeg,"[[[255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]
  ...
  [255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]]

 [[255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]
  ...
  [255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]]

 [[255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]
  ...
  [255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]]

 ...

 [[255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]
  ...
  [255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]]

 [[255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]
  ...
  [255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]]

 [[254. 254. 254.]
  [254. 254. 254.]
  [254. 254. 254.]
  ...
  [255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]]]",['electronic']
374,electronic.441.jpeg,"[[[185. 197. 187.]
  [185. 197. 187.]
  [184. 196. 186.]
  ...
  [147. 191. 218.]
  [142. 189. 215.]
  [142. 189. 215.]]

 [[191. 203. 193.]
  [186. 198. 188.]
  [185. 197. 187.]
  ...
  [148. 192. 219.]
  [142. 189. 215.]
  [142. 189. 215.]]

 [[184. 196. 186.]
  [205. 217. 207.]
  [139. 151. 141.]
  ...
  [150. 194. 221.]
  [142. 189. 215.]
  [142. 189. 215.]]

 ...

 [[195. 191. 182.]
  [189. 185. 176.]
  [187. 183. 174.]
  ...
  [207. 183. 181.]
  [197. 172. 175.]
  [195. 170. 173.]]

 [[192. 188. 179.]
  [194. 190. 181.]
  [196. 192. 183.]
  ...
  [198. 166. 167.]
  [198. 172. 171.]
  [196. 170. 169.]]

 [[192. 188. 179.]
  [194. 190. 181.]
  [196. 192. 183.]
  ...
  [198. 166. 167.]
  [196. 170. 169.]
  [195. 169. 168.]]]",['electronic']
375,electronic.442.jpeg,"[[[255. 255. 250.]
  [255. 255. 250.]
  [255. 255. 250.]
  ...
  [255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]]

 [[255. 255. 250.]
  [255. 255. 250.]
  [255. 255. 250.]
  ...
  [255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]]

 [[255. 255. 250.]
  [255. 255. 250.]
  [255. 255. 250.]
  ...
  [255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]]

 ...

 [[255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]
  ...
  [255. 255. 255.]
  [255. 255. 250.]
  [255. 255. 250.]]

 [[255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]
  ...
  [255. 255. 255.]
  [255. 255. 250.]
  [255. 255. 250.]]

 [[255. 255. 255.]
  [255. 255. 255.]
  [255. 255. 255.]
  ...
  [255. 255. 255.]
  [255. 255. 250.]
  [255. 255. 250.]]]","['electronic', 'hiphop', 'pop']"
376,electronic.443.jpeg,"[[[ 98.  93.  89.]
  [ 93.  88.  84.]
  [ 93.  88.  84.]
  ...
  [ 64.  59.  79.]
  [103.  99. 116.]
  [176. 174. 179.]]

 [[ 91.  86.  82.]
  [ 87.  82.  78.]
  [ 86.  81.  77.]
  ...
  [ 85.  87. 100.]
  [ 94.  97. 104.]
  [136. 140. 141.]]

 [[100.  95.  91.]
  [ 95.  90.  86.]
  [ 95.  90.  86.]
  ...
  [ 69.  78.  85.]
  [ 83.  94.  90.]
  [140. 151. 147.]]

 ...

 [[ 43.  53.  52.]
  [ 43.  47.  48.]
  [  8.   6.   9.]
  ...
  [ 13.  22.  29.]
  [ 29.  36.  52.]
  [ 21.  28.  44.]]

 [[ 43.  49.  49.]
  [ 50.  52.  47.]
  [ 57.  54.  45.]
  ...
  [ 37.  48.  42.]
  [ 29.  41.  53.]
  [ 41.  54.  60.]]

 [[ 91.  97.  97.]
  [ 47.  49.  44.]
  [ 53.  50.  41.]
  ...
  [121. 107. 106.]
  [146. 132. 123.]
  [152. 139. 123.]]]","['electronic', 'pop']"
377,electronic.444.jpeg,"[[[102.  98. 121.]
  [118. 114. 137.]
  [ 98.  94. 117.]
  ...
  [ 72.  68.  91.]
  [ 66.  63.  80.]
  [ 61.  58.  75.]]

 [[ 84.  80. 103.]
  [115. 111. 134.]
  [ 99.  95. 118.]
  ...
  [ 67.  63.  86.]
  [ 64.  61.  78.]
  [ 59.  56.  73.]]

 [[ 96.  92. 115.]
  [118. 114. 137.]
  [ 99.  95. 118.]
  ...
  [ 58.  54.  77.]
  [ 59.  56.  73.]
  [ 54.  51.  68.]]

 ...

 [[ 59.  50.  69.]
  [ 57.  48.  67.]
  [ 56.  47.  66.]
  ...
  [ 31.  28.  45.]
  [ 31.  28.  45.]
  [ 31.  28.  45.]]

 [[ 57.  49.  62.]
  [ 55.  47.  60.]
  [ 53.  45.  58.]
  ...
  [ 28.  25.  42.]
  [ 31.  29.  40.]
  [ 31.  29.  40.]]

 [[ 57.  49.  62.]
  [ 55.  47.  60.]
  [ 53.  45.  58.]
  ...
  [ 28.  25.  42.]
  [ 31.  29.  40.]
  [ 31.  29.  40.]]]",['electronic']
378,electronic.445.jpeg,"[[[12.  6.  8.]
  [12.  6.  8.]
  [12.  6.  8.]
  ...
  [12.  6.  8.]
  [ 6.  6.  6.]
  [ 6.  6.  6.]]

 [[12.  6.  8.]
  [12.  6.  8.]
  [12.  6.  8.]
  ...
  [12.  6.  8.]
  [ 6.  6.  6.]
  [ 6.  6.  6.]]

 [[12.  6.  8.]
  [12.  6.  8.]
  [12.  6.  8.]
  ...
  [12.  6.  8.]
  [ 6.  6.  6.]
  [ 6.  6.  6.]]

 ...

 [[12.  6.  8.]
  [12.  6.  8.]
  [12.  6.  8.]
  ...
  [24.  0. 32.]
  [19.  7. 19.]
  [29. 16. 34.]]

 [[ 6.  6.  6.]
  [ 6.  6.  6.]
  [ 6.  6.  6.]
  ...
  [20.  9. 13.]
  [17. 11. 23.]
  [43. 12. 53.]]

 [[ 6.  6.  6.]
  [ 6.  6.  6.]
  [ 6.  6.  6.]
  ...
  [14.  3.  7.]
  [13.  7. 19.]
  [38.  7. 48.]]]",['electronic']
379,electronic.446.jpeg,"[[[ 15.  20.  24.]
  [  7.  12.  16.]
  [ 14.  19.  23.]
  ...
  [ 27.  32.  36.]
  [ 52.  53.  45.]
  [177. 180. 159.]]

 [[ 12.  17.  21.]
  [ 19.  24.  28.]
  [  7.  12.  16.]
  ...
  [ 16.  21.  25.]
  [ 24.  22.  33.]
  [ 80.  79.  84.]]

 [[ 13.  18.  22.]
  [  1.   6.  10.]
  [  7.  12.  16.]
  ...
  [ 16.  21.  25.]
  [ 30.  29.  37.]
  [ 66.  65.  73.]]

 ...

 [[  1.   1.   1.]
  [  1.   1.   1.]
  [  1.   1.   1.]
  ...
  [ 29.  39.  41.]
  [ 30.  35.  39.]
  [ 27.  32.  36.]]

 [[ 23.  24.  18.]
  [  0.   0.   0.]
  [  0.   0.   4.]
  ...
  [ 22.  32.  34.]
  [ 54.  50.  41.]
  [ 80.  76.  67.]]

 [[ 46.  47.  41.]
  [  4.   4.   2.]
  [  2.   1.   6.]
  ...
  [ 62.  72.  74.]
  [201. 200. 170.]
  [168. 167. 137.]]]","['electronic', 'pop']"
380,electronic.448.jpeg,"[[[158. 175. 191.]
  [161. 178. 194.]
  [162. 179. 195.]
  ...
  [190. 190. 190.]
  [188. 188. 188.]
  [188. 188. 188.]]

 [[143. 160. 176.]
  [148. 165. 181.]
  [153. 170. 186.]
  ...
  [189. 189. 189.]
  [186. 186. 186.]
  [186. 186. 186.]]

 [[148. 165. 181.]
  [148. 165. 181.]
  [151. 168. 184.]
  ...
  [187. 187. 187.]
  [184. 184. 184.]
  [184. 184. 184.]]

 ...

 [[168. 168. 168.]
  [168. 168. 168.]
  [168. 168. 168.]
  ...
  [163. 163. 163.]
  [161. 161. 161.]
  [161. 161. 161.]]

 [[163. 163. 163.]
  [163. 163. 163.]
  [163. 163. 163.]
  ...
  [161. 161. 161.]
  [156. 157. 151.]
  [152. 153. 147.]]

 [[161. 161. 161.]
  [161. 161. 161.]
  [161. 161. 161.]
  ...
  [154. 154. 154.]
  [149. 150. 144.]
  [136. 137. 131.]]]",['electronic']
381,electronic.449.jpeg,"[[[255. 255. 243.]
  [219. 217. 205.]
  [235. 233. 221.]
  ...
  [185. 180. 176.]
  [169. 170. 164.]
  [153. 154. 148.]]

 [[199. 178. 159.]
  [255. 250. 231.]
  [208. 187. 168.]
  ...
  [250. 245. 241.]
  [246. 247. 241.]
  [252. 253. 247.]]

 [[255. 244. 231.]
  [186. 164. 151.]
  [255. 244. 231.]
  ...
  [245. 240. 236.]
  [242. 243. 237.]
  [238. 239. 233.]]

 ...

 [[245. 240. 236.]
  [245. 240. 236.]
  [245. 240. 236.]
  ...
  [249. 249. 249.]
  [245. 240. 236.]
  [245. 240. 236.]]

 [[245. 240. 236.]
  [245. 240. 236.]
  [245. 240. 236.]
  ...
  [241. 242. 236.]
  [247. 242. 238.]
  [245. 240. 236.]]

 [[245. 240. 236.]
  [245. 240. 236.]
  [245. 240. 236.]
  ...
  [241. 242. 236.]
  [247. 242. 238.]
  [245. 240. 236.]]]","['electronic', 'hiphop']"
382,electronic.45.jpeg,"[[[ 22.  17.  13.]
  [ 22.  17.  13.]
  [ 22.  17.  13.]
  ...
  [ 30.  28.  33.]
  [ 21.  19.  24.]
  [ 21.  19.  24.]]

 [[ 22.  17.  13.]
  [ 22.  17.  13.]
  [ 22.  17.  13.]
  ...
  [ 11.  14.  21.]
  [ 16.  19.  26.]
  [ 12.  15.  22.]]

 [[ 22.  17.  13.]
  [ 22.  17.  13.]
  [ 22.  17.  13.]
  ...
  [ 23.  31.  44.]
  [ 28.  36.  49.]
  [ 26.  34.  47.]]

 ...

 [[ 55.  75. 100.]
  [ 67. 110. 145.]
  [ 75. 125. 158.]
  ...
  [ 66. 110. 137.]
  [ 48.  89. 119.]
  [ 67.  80.  96.]]

 [[ 66.  83. 103.]
  [ 57. 111. 137.]
  [ 57. 113. 140.]
  ...
  [ 59.  95. 117.]
  [ 39.  62.  94.]
  [ 71.  91. 100.]]

 [[ 58.  75.  95.]
  [ 59. 113. 139.]
  [ 65. 121. 148.]
  ...
  [ 68.  84. 107.]
  [ 24.  48.  74.]
  [ 65.  86.  89.]]]",['electronic']
383,electronic.450.jpeg,"[[[ 13.  12.  18.]
  [  0.   0.   5.]
  [  2.   1.   7.]
  ...
  [ 29.  23.  25.]
  [ 25.  19.  21.]
  [ 31.  25.  27.]]

 [[  5.   4.  10.]
  [ 29.  28.  34.]
  [ 42.  41.  47.]
  ...
  [ 33.  27.  29.]
  [ 25.  19.  21.]
  [ 31.  25.  27.]]

 [[  0.   0.   5.]
  [230. 229. 235.]
  [185. 184. 190.]
  ...
  [ 16.  10.  12.]
  [ 25.  19.  21.]
  [ 31.  25.  27.]]

 ...

 [[152. 147. 179.]
  [ 50.  46.  69.]
  [  0.   0.  12.]
  ...
  [ 12.   6.   8.]
  [ 15.   9.  11.]
  [ 27.  21.  23.]]

 [[ 64.  39.  32.]
  [ 71.  46.  39.]
  [ 56.  31.  24.]
  ...
  [ 14.   8.  10.]
  [  0.   0.   5.]
  [ 47.  46.  52.]]

 [[ 86.  45.  25.]
  [ 75.  34.  14.]
  [ 86.  45.  25.]
  ...
  [ 14.   8.  10.]
  [ 49.  48.  54.]
  [232. 231. 237.]]]",['electronic']
